Store Name,Street1,Street2,City,State,Zip,County,Phone
CVS,260 Arden Ave.,,Staten Island,NY,10312,,718-966-5509
CVS,200 West End Avenue,,New York,NY,10023,,212-496-4198
CVS,2495 Broadway,,New York,NY,10025,,212-787-2194
CVS,516 Montauk Hwy,,Center Moriches,NY,11934,,516-878-6768
CVS,1500 Lexington Ave.,,New York,NY,10029,,212-289-3846
CVS,69-80 Grand Ave.,,Maspeth,NY,11378,,718-424-3444
CVS,399 Jerusalem Ave.,,Hicksville,NY,11801,,516-935-0126
CVS,777 South Oyster Bay Rd,,Bethpage,NY,11714,,516-433-4029
CVS,726 East Main St.,,Cobleskill,NY,12043,,518-234-8150
CVS,26 E Main St,,Pawling,NY,12564,,914-855-5100
CVS,150 East 42Nd St.,,New York,NY,10017,,212-661-8139
CVS,565 West 235Th Street,,Bronx,NY,10463,,718-543-2007
CVS,1916 Williamsbridge Road,,Bronx,NY,10461,,718-239-7569
CVS,132 Bronx River Road,,Yonkers,NY,10704,,914-237-7681
CVS,31-01 Ditmars Blvd.,,Astoria,NY,11105,,718-545-0128
CVS,312 Fayette Street,,Manlius,NY,13104,,315-682-1918
CVS,930 Montauk Hwy,,Copiague,NY,11726,,516-842-5381
CVS,2 Riverview Dr,,Marlboro,NY,12542,,914-236-3632
CVS,2250 Seamans Neck Road,,Seaford,NY,11783,,516-781-3712
CVS,97-15 Metropolitan Avenue,,Forest Hills,NY,11375,,718-261-1647
CVS,270 Halstead Avenue #278,,Harrison,NY,10528,,914-835-3463
CVS,750 Route 25A,,Kings Park,NY,11754,,631-361-3540
CVS,222 North Avenue,,New Rochelle,NY,10801,,914-637-7591
CVS,20 University Place,,New York,NY,10003,,212-260-3052
CVS,1688 Westchester Ave.,,Bronx,NY,10472,,718-842-2217
CVS,416 Washington Ave.,,Kingston,NY,12401,,845-331-0226
CVS,222 East 34Th Street,,New York,NY,10016,,212-532-2354
CVS,218 Myrtle Ave.,,Brooklyn,NY,11201,,718-596-2460
CVS,329-339 Wyckoff Ave,,Ridgewood,NY,11385,,718-628-3971
CVS,1710 Route 112,,Coram,NY,11727,,631-476-5360
CVS,30-97 Steinway St.,,Astoria,NY,11103,,718-626-2712
CVS,350 South Broadway,,Tarrytown,NY,10591,,914-333-8914
CVS,420 Fifth Ave,,New York,NY,10018,,212-302-7234
CVS,50-56 East 167Th St.,,Bronx,NY,10452,,718-588-6898
CVS,399 Route 211E,,Middletown,NY,10940,,845-344-6215
CVS,500 West 23Rd St.,,New York,NY,10011,,212-366-6124
CVS,859 Manhattan Ave.,,Brooklyn,NY,11222,,
CVS,30 Flatbush Ave.,,Brooklyn,NY,11217,,718-858-6712
CVS,800 10Th Ave.,,New York,NY,10019,,212-258-2904
CVS,2970 Hempstead Tpke,,Levittown,NY,11756,,516-735-0012
CVS,65 5Th Ave.,,New York,NY,10003,,
CVS,3098 Orchard Park Road,,West Seneca,NY,14224,,716-674-6622
CVS,2290 Central Park Ave.,,Yonkers,NY,10710,,914-793-4060
CVS,61-15 Metropolitan Ave.,,Ridgewood,NY,11385,,718-497-8980
CVS,1013 State Hwy 29A,,Gloversville,NY,12078,,518-725-4681
CVS,"20 East Montauk Hwy,",,Lindenhurst,NY,11757,,631-225-5194
CVS,1259 Route 332,,Farmington,NY,14425,,585-742-1910
CVS,211 East Sandford Blvd.,,Mount Vernon,NY,10550,,914-664-9092
CVS,4112 Avenue U,,Brooklyn,NY,11234,,718-253-0200
CVS,530 Burnside Avenue,,Inwood,NY,11096,,516-371-2828
CVS,360 6Th Avenue,,New York,NY,10011,,212-255-9668
CVS,1856 Pleasantville Rd.,,Briarcliff Manor,NY,10510,,
CVS,168 Montague St.,,Brooklyn,NY,11201,,
CVS,2182 Broadway,,New York,NY,10024,,212-799-0102
CVS,"60 Bridge St., Po Box 698",,Margaretville,NY,12455,,914-586-2955
CVS,139 East Main St.,,Waterville,NY,13480,,315-841-4447
CVS,1703 Central Park Avenue,,Yonkers,NY,10710,,
CVS,"330 Route 304,",,Bardonia,NY,10954,,845-623-6232
CVS,20 Welcher Ave.,,Peekskill,NY,10566,,
CVS,1304 Fairport Rd.,,Fairport,NY,14450,,
CVS,241 West 57Th St.,,New York,NY,10019,,212-247-5848
CVS,298 Mulberry St.,,New York,NY,10012,,212-226-6111
CVS,505 New Rochelle Rd,,Bronxville,NY,10708,,
CVS,20 Tarrytown Road,,White Plains,NY,10607,,
CVS,1905 Rt 6,,Carmel,NY,10512,,
CVS,1172 Third Ave.,,New York,NY,10065,,
CVS,4170 Albany Post Rd.,,Hyde Park,NY,12538,,
CVS,636 6Th Avenue,,New York,NY,10011,,
CVS,5 Penn Plaza,,New York,NY,10001,,
CVS,294 Katonah Ave.,,Katonah,NY,10536,,
CVS,1760 5Th Avenue,,Bay Shore,NY,11706,,
CVS,288 St. Nicholas Ave.,,New York,NY,10027,,
CVS,87 Sunset Ave.,,Westhampton Beach,NY,11978,,
CVS,1601 Kings Hwy,,Brooklyn,NY,11229,,
CVS,53 Maple Street,,Croton On Hudson,NY,10520,,914-271-6476
CVS,108-11 Queens Blvd,,Forest Hills,NY,11375,,718-544-4585
CVS,2690 Hylan Boulevard,,Staten Island,NY,10306,,718-987-9727
CVS,450 Main Street,,Armonk,NY,10504,,
CVS,757 3Rd Ave.,,New York,NY,10017,,
CVS,51 Astor Place,,New York,NY,10003,,
CVS,1217 Nepperhan Ave.,,Yonkers,NY,10703,,
CVS,475 6Th Ave.,,New York,NY,10011,,
CVS,292 Madison Ave,,New York,NY,10017,,
CVS,71 Montauk Hwy,,East Hampton,NY,11937,,
CVS,711 Glen Cove Rd.,,Glen Head,NY,11545,,
CVS,203 South Plank Rd.,,Newburgh,NY,12550,,
CVS,1064 Wilmot Rd,,Scarsdale,NY,10583,,
CVS,"1440 Broadway, Floors 1 & 2",,New York,NY,10018,,
CVS,3536 Broadway,,New York,NY,10031,,
CVS,370 Rt 306,,Monsey,NY,10952,,
CVS,812 Forest Ave.,,Staten Island,NY,10310,,
CVS,969 Second Avenue,,New York,NY,10022,,
CVS,153-01 10Th Avenue,,Whitestone,NY,11357,,
CVS,1619 Broadway,,New York,NY,10019,,
CVS,1-50 50Th Ave,,Long Island City,NY,11101,,
CVS,2833 Broadway,,New York,NY,10025,,
CVS,196 Orchard Street,,New York,NY,10002,,
CVS,1806 Pine Ave.,,Niagara Falls,NY,14301,,
CVS,387 Park Ave South,,New York,NY,10016,,
CVS,358 5Th Avenue,,New York,NY,10001,,
CVS,300 Gifford St.,,Syracuse,NY,13204,,
CVS,161 Avenue Of The Americas,,New York,NY,10013,,
CVS,305 East 86Th St.,,New York,NY,10028,,
CVS,1575 Niagara Falls Blvd,,Amherst,NY,14228,,
CVS,8290 Transit Rd,,Williamsville,NY,14221,,
CVS,7414 Niagara Falls Blvd,,Niagara Falls,NY,14304,,
CVS,2626 Delaware Ave,,Buffalo,NY,14216,,
CVS,1750 Walden Ave,,Cheektowaga,NY,14225,,
CVS,3112 Vestal Pkwy E,,Vestal,NY,13850,,
CVS,5622 Amanda Ln,,Orchard Park,NY,14127,,
CVS,4120 Palisades Center Dr,,West Nyack,NY,10994,,
CVS,98 Veterans Memorial Hwy,,Commack,NY,11725,,
CVS,999 Corporate Dr,,Westbury,NY,11590,,
CVS,1149 Sunrise Hwy,,Copiague,NY,11726,,
CVS,838 Sunrise Hwy,,Bay Shore,NY,11706,,
CVS,13505 20Th Ave,,College Point,NY,11356,,
CVS,7500 Commons Blvd,,Victor,NY,14564,,
CVS,2325 Marketplace Dr,,Rochester,NY,14623,,
CVS,3850 Hempstead Tpke,,Levittown,NY,11756,,
CVS,1440 Central Ave,,Colonie,NY,12205,,
CVS,3031 Route 50,,Saratoga Springs,NY,12866,,
CVS,1 N Galleria Dr,,Middletown,NY,10941,,
CVS,1300 Ulster Ave,,Kingston,NY,12401,,
CVS,8801 Queens Blvd,,Elmhurst,NY,11373,,
CVS,9 City Pl,,White Plains,NY,10601,,
CVS,519 Gateway Dr,,Brooklyn,NY,11239,,
CVS,3857 State Route 31,,Liverpool,NY,13090,,
CVS,340 Towne Dr,,Fayetteville,NY,13066,,
CVS,26 Crossing Blvd,,Clifton Park,NY,12065,,
CVS,1 Sangertown Sq Ste 3,,New Hartford,NY,13413,,
CVS,40 Catherwood Rd,,Ithaca,NY,14850,,
CVS,428 Balltown Rd,,Schenectady,NY,12304,,
CVS,255 Pond Path Rd,,South Setauket,NY,11720,,
CVS,600 Greece Ridge Center Dr,,Rochester,NY,14626,,
CVS,2161 Fairport Nine Mile Point Rd,,Fairport,NY,14450,,
CVS,578 Aviation Rd Ste 1S,,Queensbury,NY,12804,,
CVS,139 Flatbush Ave,,Brooklyn,NY,11217,,
CVS,2001 South Rd,,Poughkeepsie,NY,12601,,
CVS,100 Willow Park Ctr,,Farmingdale,NY,11735,,
CVS,2003 Broadway Mall,,Hicksville,NY,11801,,
CVS,500 East Sandford Blvd,,Mount Vernon,NY,10550,,
CVS,675 Troy Schenectady Rd,,Latham,NY,12110,,
CVS,2975 Horseblock Rd,,Medford,NY,11763,,
CVS,195 N Bedford Rd Ste A,,Mount Kisco,NY,10549,,
CVS,2900 Veterans Rd W,,Staten Island,NY,10309,,
CVS,128 Bailey Farm Rd,,Monroe,NY,10950,,
CVS,1050 Ridge Rd,,Webster,NY,14580,,
CVS,625 3Rd Ave Ext,,Rensselaer,NY,12144,,
CVS,40 W 225Th St,,Bronx,NY,10463,,
CVS,50 Spring Valley Market Pl,,Spring Valley,NY,10977,,
CVS,1150 Old Country Rd,,Riverhead,NY,11901,,
CVS,500 Medley Centre Pkwy,,Rochester,NY,14622,,
CVS,1598 Flatbush Ave,,Brooklyn,NY,11210,,
CVS,21800 Towne Center Dr,,Watertown,NY,13601,,
CVS,8061 Brewerton Rd,,Cicero,NY,13039,,
CVS,3657 W Genesee St,,Syracuse,NY,13219,,
CVS,4300 Veterans Memorial Dr,,Batavia,NY,14020,,
CVS,50 Rte 17 K,,Newburgh,NY,12550,,
CVS,160 N Research Pl,,Central Islip,NY,11722,,
CVS,930 County Rd 64,,Elmira,NY,14903,,
CVS,4920 Transit Rd,,Depew,NY,14043,,
CVS,3181 Chili Ave,,Rochester,NY,14624,,
CVS,2873 Richmond Ave,,Staten Island,NY,10314,,
CVS,204 Saratoga Rd,,Schenectady,NY,12302,,
CVS,815 Hutchinson River Pkwy,,Bronx,NY,10465,,
CVS,500 W Sunrise Hwy,,Valley Stream,NY,11581,,
CVS,124 E Jericho Tpke,,Huntington Station,NY,11746,,
CVS,5750 Sunrise Hwy,,Sayville,NY,11782,,
CVS,445 Gold St,,Brooklyn,NY,11201,,
CVS,7000 Austin St,,Forest Hills,NY,11375,,
CVS,255 Greenwich St,,New York,NY,10007,,
CVS,1730 Hempstead Turnpike,,Elmont,NY,11003,,
CVS,112 W 34Th St,,New York,NY,10120,,
CVS,400 Grand Street,,New York,NY,10002,,
CVS,307 Independence Plaza,,Selden,NY,11784,,
CVS,512 Second Ave,,New York,NY,10016,,
CVS,4024 College Point Blvd,,Flushing,NY,11354,,
CVS,"60 Smithfield Blvd, Ste 49",,Plattsburgh,NY,12901,,
CVS,100 Amsterdam Commons,,Amsterdam,NY,12010,,
CVS,700 Exterior St,,Bronx,NY,10451,,
CVS,2000 Commerce St,,Yorktown Heights,NY,10598,,914-245-0292
CVS,107 South Country Road,,Bellport,NY,11713,,631-286-2222
CVS,375 White Plains Road,,Eastchester,NY,10709,,914-337-5300
CVS,2 Jericho Tpke,,Huntington Station,NY,11746,,631-425-8870
CVS,"1310 Boston Post Rd, Ferndale S/C",,Larchmont,NY,10538,,914-833-3001
CVS,1361 Hylan Boulevard,,Staten Island,NY,10305,,718-979-2828
CVS,55 Cold Spring Road,,Syosset,NY,11791,,516-921-5910
CVS,499 Montauk Hwy,,West Islip,NY,11795,,
CVS,2291 Merrick Rd.,,Merrick,NY,11566,,
CVS,325 Mamaroneck Ave.,,White Plains,NY,10605,,
CVS,215 Park Avenue South,,New York,NY,10003,,
CVS,341 9Th Street,,Brooklyn,NY,11215,,
CVS,150 East 42Nd St.,,New York,NY,10017,,
CVS,565 West 235Th Street,,Bronx,NY,10463,,
CVS,3101 Ditmars Blvd.,,Astoria,NY,11105,,
CVS,6115 Metropolitan Ave,,Ridgewood,NY,11385,,
CVS,2925 Kings Highway,,Brooklyn,NY,11229,,
CVS,7960 Metropolitan Avenue,,Middle Village,NY,11379,,
CVS,130 Lenox Ave.,,New York,NY,10026,,
CVS,15705 Crossbay Blvd,,Howard Beach,NY,11414,,
CVS,7209 Northern Boulevard,,Jackson Heights,NY,11372,,
CVS,156 Henry Street,,Brooklyn,NY,11201,,
CVS,1402 Sheepshead Bay Road,,Brooklyn,NY,11235,,
CVS,222 East 34Th Street,,New York,NY,10016,,
CVS,298 Mulberry St.,,New York,NY,10012,,
CVS,1440 Broadway,,Manhattan,NY,10018,,
CVS,305 East 86Th St,,Manhattan,NY,10028,,
CVS,1619 Broadway,,New York,NY,10019,,
CVS,2291 Merrick Rd.,,Merrick,NY,11566,,
CVS,241 West 57Th Street,,New York,NY,10019,,
CVS,309 Main Street,,New Rochelle,NY,10801,,
CVS,1440 Broadway,,New York,NY,11018,,
CVS,241 West 57Th St.,,New York,NY,10019,,
CVS,20-30 Merrick Road,,Amityville,NY,11701,,
CVS,1100 East Boston Post Road,,Mamaroneck,NY,10543,,
CVS,2 East Suffolk Avenue,,Central Islip,NY,11722,,
CVS,280 South Main Street,,New City,NY,10956,,
CVS,2970 Hempstead Tpke,,Levittown,NY,11756,,
CVS,1829 Grand Ave.,,North Baldwin,NY,11510,,
CVS,"1944 Deer Park Ave, Deer Park S/C",,Deer Park,NY,11729,,
CVS,202 Old Country Road,,Hicksville,NY,11801,,
CVS,983 Central Park Ave.,,Scarsdale,NY,10583,,
CVS,24 West Grand Street,,Mount Vernon,NY,10552,,
CVS,4112 Avenue U,,Brooklyn,NY,11234,,
CVS,157-05 Cross Bay Blvd.,,Howard Beach,NY,11414,,
CVS,10204 Flatlands Ave.,,Brooklyn,NY,11236,,
CVS,14 Commerce Dr,,Ballston Spa,NY,12020,,
CVS,80 Red Schoolhouse Rd Ste 226,,Chestnut Ridge,NY,10977,,
CVS,8411 Seneca Turnpike Ste 104,,New Hartford,NY,13413,,
CVS,342 Northern Lights Dr,,North Syracuse,NY,13212,,
CVS,55 W Ames Ct Ste 200,,Plainview,NY,11803,,
CVS,175 Humboldt Street Ste 225,,Rochester,NY,14610,,
CVS,2410 North America Dr,,West Seneca,NY,14224,,
CVS,1249 5Th Ave,,New York,NY,10029,,
CVS RX INC,99-14 63Rd Road,,Rego Park,NY,11374,Queens,718-997-7444
Cypress Care Pharmacy Inc,1159 Blake Avenue,,Brooklyn,NY,11208,Kings,718-277-3300
D and V Pharmacy Corp,3401 Ave. H,,Brooklyn,NY,11210,Kings,718-859-3000
DAAZIN INC,567 Sutter Ave,,Brooklyn,NY,11207,Kings,718-484-9844
DAHILL PHARMACY INC,73 Church Ave,,Brooklyn,NY,11218,Kings,718-484-8300
Daliza Pharmacy Inc,3481 Broadway,,New York,NY,10031,New York,212-281-9410
Dana Pharmacy,248-12 Northern Blvd,,Little Neck,NY,11362,Queens,718-224-3233
DANS PHARMACY INC,99 Church Ave,,Brooklyn,NY,11218,Kings,718-438-4300
Dara Fes Inc,80-05 Roosevelt Ave,,Jackson Heights,NY,11372,Queens,718-478-1135
DAWN PHARMACY INC,1288 Central Avenue,,Far Rockaway,NY,11691,Queens,718-327-1700
"DB Medical Supplies, Inc",979 Westchester Ave,,Bronx,NY,10459,Bronx,718-455-5558
DBG Security Drugs,3419 Boston Rd.,Abs414437,Bronx,NY,10469,Bronx,718-654-6974
DBVY INC,2070 Bath Ave,,Brooklyn,NY,11214,Kings,718-372-8795
DD Pharmacy Inc,1448 Metropolitan Ave,,Bronx,NY,10462,Bronx,718-823-4344
DDMH Pharmacy Inc,1588 University Ave,,Bronx,NY,10453,Bronx,718-299-9600
DEDALE PHARMACY INC,531 W Merrick Road,,Valley Stream,NY,11580,Nassau,516-561-1222
DEKALB DRUGS INC,173 Marcus Garvey Boulevard,,Brooklyn,NY,11221,Kings,718-249-0670
Delco Drugs and Spec Pharm Inc,3833 Richmond Avenue,,State Island,NY,10312,Richmond,718-984-6600
DELIVER MY MEDS CORP,380 Oser Ave,,Hauppauge,NY,11788,Suffolk,631-323-6337
Delta Pharmacy Inc,4202 Church Avenue,,Brooklyn,NY,11203,Kings,347-663-3944
Desais Pharmacy Inc,228 W 238 St.,,Bronx,NY,10463,Bronx,718-543-0800
DESHBANGLA PHARMACY INC,481 Mcdonald Ave,,Brooklyn,NY,11218,Kings,718-975-7771
DHAKA RX INC,17014 Hillside Ave,,Jamaica,NY,11432,Queens,718-526-2300
DHARMA PHARMACY LLC,753 James St Unit C4,,Syracuse,NY,13203,Onondaga,315-399-4677
DHBP Corp,1909 Cornaga Ave,,Far Rockaway,NY,11691,Queens,718-327-7027
Diamond Star Group Inc,1616 3Rd Avenue,,New York,NY,10128,New York,212-876-1717
DIN PHARMACY CORP,2015 Amsterdam Ave,,New York,NY,10032,New York,212-928-4528
Dinesh Pharmacy Inc,731 White Plains Road,,Bronx,NY,10473,Bronx,718-842-3807
DINGJIA INC,133-51 41St Rd,,Flushing,NY,11355,Queens,718-661-0899
Diplo Corp,438 E 149Th St,,Bronx,NY,10455,Bronx,718-402-0202
Dipna Rx Inc,2688 Third Ave,,New York,NY,10035,Bronx,718-292-4244
Direct RX Pharmacy,102-05 Jamaica Ave,,Richmond Hill,NY,11418,Queens,718-441-4693
Discount Pharmacy LLC,429 William Street,,Buffalo,NY,14204,Erie,716-852-3000
DITMARS OC RX INC,37-20 Ditmars Blvd,,Astoria,NY,11105,Queens,718-777-7033
Ditmas Pharmacy Corp,509 Ditmas Ave,,Brooklyn,NY,11218,Kings,718-675-0055
Divina Farmacia Inc,8513 Northern Blvd,,Jackson Heights,NY,11372,Queens,718-457-0193
Divino Pharmacy Corp,30 East Kingsbridge Rd,,Bronx,NY,10468,Bronx,718-933-0278
DJ Drug Corp,6414 108Th Street,Abs717390,Forest Hills,NY,11375,Queens,718-275-6555
DJ Drugs and Surgicals Inc,2381 Fredrick Douglas Blvd,,New York,NY,10027,New York,212-749-6626
DJ Drugs and Surgicals Inc,2381 Fredrick Douglas Blvd,,New York,NY,10027,New York,212-749-6626
DKY ENTERPRISES INC,5504 8Th Avenue,,Brooklyn,NY,11220,Kings,718-438-3838
DLRX LLC,2256 E. Tremont Ave,Abs721473,Bronx,NY,10462,Bronx,929-777-9611
DMS Rx Inc,772 Grand Street,,Brooklyn,NY,11211,Kings,718-486-0344
DNA RX 101 CORP,65-05 Myrtle Ave,,Glendale,NY,11385,Queens,929-250-2226
DNG Pharmacy Corp,249 Graham Ave.,,Brooklyn,NY,11206,Kings,718-384-6630
Dollar General,16684 Route 31,,Holley,NY,14470,,
Dollar General,7135 Buffalo Rd,,Churchville,NY,14428,,
Dollar General,2 Riverview Dr Ste 4,,Marlboro,NY,12542,,
Dollar General,1464 Rochester St,,Lima,NY,14485,,
Dollar General,16 Demars Blvd Ste 5,,Tupper Lake,NY,12986,,
Dollar General,1573 State Route 49,,Constantia,NY,13044,,
Dollar General,8405 Rochester Rd,,Gasport,NY,14067,,
Dollar General,575 Broad St,,Waverly,NY,14892,,
Dollar General,232 N Main St,,Massena,NY,13662,,
Dollar General,4836 State Route 19 S,P O Box 51,Belmont,NY,14813,,
Dollar General,7612 E Route 20,,Westfield,NY,14787,,
Dollar General,3 West Ave,,Le Roy,NY,14482,,
Dollar General,6010 New Hartford St,,Wolcott,NY,14590,,
Dollar General,3707 Retsof Rd,Po Box 125,Retsof,NY,14539,,
Dollar General,91 W Tioga St,Po Box 179,Spencer,NY,14883,,
Dollar General,169 S Main St,,Portville,NY,14770,,
Dollar General,87 Quaker St,,Granville,NY,12832,,
Dollar General,27 Ossian St,,Dansville,NY,14437,,
Dollar General,154 Sacandaga Rd,,Scotia,NY,12302,,
Dollar General,225 Harrison Ave,,Endicott,NY,13760,,
Dollar General,1860 State Route 52,,Liberty,NY,12754,,
Dollar General,3337 Caledonia Avon Rd,,Caledonia,NY,14423,,
Dollar General,5150 Broadway,,Depew,NY,14043,,
Dollar General,186 Homer Ave,,Cortland,NY,13045,,
Dollar General,10757 Us Route 11,,Adams,NY,13605,,
Dollar General,5785 Us Route 219,,Great Valley,NY,14741,,
Dollar General,50 N Main St,,Brockport,NY,14420,,
Dollar General,475 Route 281,Po Box 506,Tully,NY,13159,,
Dollar General,2173 Route 96A,Po Box 136,Ovid,NY,14521,,
Dollar General,2649 Main St,,Whitney Point,NY,13862,,
Dollar General,3391 Main St,,Mexico,NY,13114,,
Dollar General,116 N Main St,,Mount Morris,NY,14510,,
Dollar General,131 Oriskany Blvd Ste 7,,Whitesboro,NY,13492,,
Dollar General,3139 Route 9W,,Saugerties,NY,12477,,
Dollar General,11776 Rt 9W,,West Coxsackie,NY,12192,,
Dollar General,1600 Main St,,Sylvan Beach,NY,13157,,
Dollar General,343 W Genesee St,,Auburn,NY,13021,,
Dollar General,34 Chenango Ave,,Clinton,NY,13323,,
Dollar General,118 N Middletown Rd,,Pearl River,NY,10965,,
Dollar General,1328 Waterloo Geneva Rd,,Waterloo,NY,13165,,
Dollar General,601 W 3Rd St,,Jamestown,NY,14701,,
Dollar General,417 Palmer Ave,,Corinth,NY,12822,,
Dollar General,28525  Ny State Rt 3,Po Box 202,Black River,NY,13612,,
Dollar General,142 N Catherine,Po Box 672,Montour Falls,NY,14865,,
Dollar General,252 Lake Street Plz,,Penn Yan,NY,14527,,
Dollar General,4015 Lake Ave,,Lockport,NY,14094,,
Dollar General,113 Utica St,Po Box 211,Hamilton,NY,13346,,
Dollar General,7 Main Street,Po Box 335,Livonia,NY,14487,,
Dollar General,8790 Erie Rd,,Angola,NY,14006,,
Dollar General,8735 Niagara Falls Blvd,,Niagara Falls,NY,14304,,
Dollar General,61 Main St,,Randolph,NY,14772,,
Dollar General,310 Exchange Ave,,Endicott,NY,13760,,
Dollar General,82 Victory Hwy,,Painted Post,NY,14870,,
Dollar General,3321 State Route 11,,Malone,NY,12953,,
Dollar General,6598 State Highway 56,,Potsdam,NY,13676,Saint Lawrence,(315) 268-0591
Dollar General,7078 State Route 415,,Bath,NY,14810,,
Dollar General,41 W Main St,Po Box 534,Fonda,NY,12068,,
Dollar General,2873 Dewey Ave,,Greece,NY,14616,,
Dollar General,813 E Main St,,Cobleskill,NY,12043,,
Dollar General,7183 State Route 54 #101,,Bath,NY,14810,,
Dollar General,93 S Rossler Ave,,Buffalo,NY,14206,,
Dollar General,363 Foxhall Ave,,Kingston,NY,12401,,
Dollar General,709 N Main St # 721,,North Syracuse,NY,13212,,
Dollar General,80 South Main St Route 19,,Warsaw,NY,14569,,
Dollar General,502 N Union St,,Olean,NY,14760,,
Dollar General,412 E Main St,,Batavia,NY,14020,,
Dollar General,1146 Broadway St,,Elmira,NY,14904,,
Dollar General,7451 Seneca Rd N,,Hornell,NY,14843,,
Dollar General,11273 Maple Ridge Rd,,Medina,NY,14103,,
Dollar General,942 Mckinley Pkwy,,Buffalo,NY,14220,,
Dollar General,5921 S Transit Rd,,Lockport,NY,14094,,
Dollar General,275 E Main St Ste1,,Avon,NY,14414,,
Dollar General,1833 Elmwood Ave,,Buffalo,NY,14207,,
Dollar General,3240 Chili Ave,,Rochester,NY,14624,,
Dollar General,260 E Main St,,Fredonia,NY,14063,,
Dollar General,2329 Millersport Hwy,,Getzville,NY,14068,,
Dollar General,1170 Central Ave,,Dunkirk,NY,14048,,
Dollar General,384 Twin City Memorial Hw,,North Tonawanda,NY,14120,,
Dollar General,74 West Ave,,Canandaigua,NY,14424,,
Dollar General,820 Ny State Rte 244,,Alfred Station,NY,14803,,
Dollar General,1201 Lincoln Ave,,Lockport,NY,14094,,
Dollar General,25 Gardenville Pkwy West,,West Seneca,NY,14224,,
Dollar General,6181 Mckee St,,Newfane,NY,14108,,
Dollar General,804 Wehrle Dr,,Amherst,NY,14221,,
Dollar General,13475 Broadway St,,Alden,NY,14004,,
Dollar General,801 Lake St,,Elmira,NY,14901,,
Dollar General,3372 Sheridan Dr,,Amherst,NY,14226,,
Dollar General,4871 Transit Rd,,Depew,NY,14043,Erie,(716) 608-7670
Dollar General,735 Center St,,Lewiston,NY,14092,,
Dollar General,522 Albany St,,Little Falls,NY,13365,,
Dollar General,164-180 E 4Th St,,Dunkirk,NY,14048,,
Dollar General,9033 State Route 408,,Nunda,NY,14517,,
Dollar General,1360 Route 5,,Silver Creek,NY,14136,,
Dollar General,1802 Pine Ave,,Niagara Falls,NY,14301,,
Dollar General,315 W Ferry St,,Buffalo,NY,14213,,
Dollar General,760 Foote Ave,,Jamestown,NY,14701,,
Dollar General,604 E Main St,,Palmyra,NY,14522,,
Dollar General,4913 N Jefferson St,,Pulaski,NY,13142,,
Dollar General,54 B West Main Street,,Canisteo,NY,14823,,
Dollar General,29 Niagra St,,Tonawanda,NY,14150,,
Dollar General,1 New Hartford Shpgctr F4,,New Hartford,NY,13413,,
Dollar General,3226 Watson Blvd,,Endwell,NY,13760,,
Dollar General,772 Saratoga Rd,,Burnt Hills,NY,12027,,
Dollar General,1147 State Route 17C,,Owego,NY,13827,,
Dollar General,4190 Union Rd,,Cheektowaga,NY,14225,,
Dollar General,126 Cayuga St,,Fulton,NY,13069,,
Dollar General,174 W Grand St,Po Box 499,Palatine Bridge,NY,13428,,
Dollar General,70-80 Central Plaza,,Ilion,NY,13357,,
Dollar General,12189 Route 16,,Chaffee,NY,14030,,
Dollar General,204 W Miller St,,Newark,NY,14513,,
Dollar General,638 Columbia St Ext,,Latham,NY,12110,,
Dollar General,423 S Peterboro St,,Canastota,NY,13032,,
Dollar General,1222 Arsenal St,,Watertown,NY,13601,,
Dollar General,700 W End Ave,,Carthage,NY,13619,,
Dollar General,2001 Broadway,,Schenectady,NY,12306,,
Dollar General,525 Titus Ave,,Irondequoit,NY,14617,,
Dollar General,8881 S Seneca St,Po Box 365,Weedsport,NY,13166,,
Dollar General,7999 State Road 31,Po Box 667,Bridgeport,NY,13030,,
Dollar General,167 W Fairmount Ave,,Lakewood,NY,14750,,
Dollar General,25 W Dyke St,,Wellsville,NY,14895,,
Dollar General,1008 State St,,Schenectady,NY,12307,,
Dollar General,1336 Hertel Ave,,Buffalo,NY,14216,,
Dollar General,13194 Route 12,,Boonville,NY,13309,,
Dollar General,5783 Camp Rd,,Hamburg,NY,14075,,
Dollar General,363 College Ave,,Elmira,NY,14901,,
Dollar General,230 Holden St,,Buffalo,NY,14214,,
Dollar General,5501 Bartel Rd,,Brewerton,NY,13029,,
Dollar General,822 Lake Ave,,Rochester,NY,14613,,
Dollar General,801 Black River Blvd N,,Rome,NY,13440,,
Dollar General,1900 S Clinton Ave,,Rochester,NY,14618,,
Dollar General,2 S Main,Po Box 28,Philadelphia,NY,13673,,
Dollar General,110 E State St,,Herkimer,NY,13350,,
Dollar General,3906 Route 104,Po Box 181,Williamson,NY,14589,,
Dollar General,4464 Peterboro St,Po Box 149,Vernon,NY,13476,,
Dollar General,6000 S Park Ave,,Hamburg,NY,14075,,
Dollar General,3531 Seneca St,,West Seneca,NY,14224,,
Dollar General,453 W Commercial St,,East Rochester,NY,14445,,
Dollar General,222 Main St,,Johnson City,NY,13790,,
Dollar General,1816 Lake Rd,,Hamlin,NY,14464,,
Dollar General,140 Guy Park Ave,,Amsterdam,NY,12010,,
Dollar General,199 W Lake Rd,,Mayville,NY,14757,,
Dollar General,20 Tuscarora St,,Addison,NY,14801,,
Dollar General,8220 Turin Rd,,Rome,NY,13440,,
Dollar General,2909 Milton Ave,,Solvay,NY,13209,,
